Student_ID,School_Name,Math,Science,English,History
312023,Eastside,74,65,60,60
227562,Eastside,86,65,63,79
390180,Eastside,83,73,76,84
284451,Eastside,63,94,61,97
242039,Eastside,76,94,83,63
220869,Eastside,79,95,81,89
219267,Eastside,63,63,99,87
289206,Eastside,84,99,71,92
380041,Eastside,86,63,74,94
243819,Eastside,91,87,66,61
166207,Eastside,87,67,89,61
153786,Eastside,80,74,62,94
106431,Eastside,65,90,74,69
232372,Eastside,86,94,82,91
128107,Eastside,95,98,75,93
318196,Eastside,82,65,82,70
260108,Eastside,82,69,62,79
208941,Eastside,74,70,90,83
389403,Eastside,98,64,80,74
314181,Eastside,76,94,92,94
251050,Eastside,62,72,73,89
137319,Eastside,81,71,65,98
222382,Eastside,93,82,68,63
322896,Eastside,78,77,93,95
385508,Eastside,65,82,85,84
178114,Eastside,93,78,87,70
239268,Eastside,65,64,68,88
251316,Eastside,63,69,71,95
330243,Eastside,89,73,78,98
259432,Eastside,90,73,78,91
311031,Eastside,83,94,83,65
383106,Eastside,90,94,77,89
121093,Eastside,65,77,65,69
346678,Eastside,97,85,67,69
245835,Eastside,70,71,84,88
272913,Eastside,60,71,98,99
251110,Eastside,97,76,73,66
388410,Eastside,70,80,89,93
264898,Eastside,92,75,78,76
369797,Eastside,69,96,82,92
100604,Eastside,61,89,99,66
342209,Eastside,99,75,97,64
198348,Eastside,60,66,70,71
289677,Eastside,68,88,76,85
206724,Eastside,74,78,72,96
168689,Eastside,94,96,81,74
107170,Eastside,94,75,98,75
313905,Eastside,99,64,68,85
159487,Eastside,67,78,62,98
180726,Eastside,73,72,74,64
339488,Eastside,63,65,97,86
301110,Eastside,77,68,98,70
244834,Eastside,73,79,88,62
317550,Eastside,91,82,60,71
101345,Eastside,74,63,76,97
356713,Eastside,76,72,80,99
177907,Eastside,92,68,72,74
353935,Eastside,99,63,70,97
338732,Eastside,66,90,90,71
198909,Eastside,74,90,96,79
266817,Eastside,88,76,66,78
299875,Eastside,92,75,76,82
359695,Eastside,92,90,72,98
363346,Eastside,61,70,92,86
175579,Eastside,95,92,89,94
139232,Eastside,88,91,71,97
142109,Eastside,71,83,60,72
272263,Eastside,61,63,84,81
266022,Eastside,95,70,62,61
147385,Eastside,99,75,71,87
187224,Eastside,85,87,96,66
270066,Eastside,99,99,70,76
253810,Eastside,84,72,97,76
296525,Eastside,99,75,75,94
189121,Eastside,90,84,71,65
300564,Eastside,73,99,87,87
226265,Eastside,99,68,74,89
233158,Eastside,96,91,90,68
231124,Eastside,94,88,84,96
339514,Eastside,84,74,90,96
258399,Eastside,85,71,70,87
353341,Eastside,61,79,76,95
288198,Eastside,86,73,81,73
307517,Eastside,66,73,63,83
243907,Eastside,65,93,75,75
104246,Eastside,83,71,75,79
125714,Eastside,92,81,80,74
360429,Eastside,88,65,85,66
220649,Eastside,85,95,78,81
214822,Eastside,80,73,85,71
231401,Eastside,76,95,87,74
150942,Eastside,79,91,95,75
254723,Eastside,89,91,72,88
254740,Eastside,61,82,66,69
277585,Eastside,87,73,68,66
160383,Eastside,89,66,78,96
173798,Eastside,60,76,77,85
291772,Eastside,62,82,90,76
147345,Eastside,91,99,92,73
338439,Eastside,82,76,90,69
293246,Eastside,87,87,73,68
294760,Eastside,88,91,78,66
222591,Eastside,60,72,85,86
314065,Eastside,67,81,95,78
161172,Eastside,93,61,62,79
123775,Eastside,91,86,76,99
259575,Eastside,73,67,85,65
160881,Eastside,75,79,71,72
381830,Eastside,80,70,78,81
303763,Eastside,90,83,77,81
319744,Eastside,66,75,99,83
181015,Eastside,92,94,74,61
385457,Eastside,82,64,62,76
308740,Eastside,64,79,78,78
211205,Eastside,94,97,85,98
111198,Eastside,81,86,63,86
208611,Eastside,73,85,63,63
177361,Eastside,84,87,80,73
175859,Eastside,81,78,97,69
383229,Eastside,85,71,70,83
169103,Eastside,70,85,81,60
224745,Eastside,80,97,75,66
239130,Eastside,76,97,71,93
320705,Eastside,97,94,92,72
133323,Eastside,81,66,64,76
349691,Eastside,80,70,65,96
373391,Eastside,69,83,69,78
254612,Eastside,92,89,66,60
337878,Eastside,95,87,92,96
365055,Eastside,79,76,64,65
325549,Eastside,78,62,87,85
151999,Eastside,94,75,67,61
337765,Eastside,76,66,85,74
263866,Eastside,84,69,85,72
135198,Eastside,93,93,85,70
147829,Eastside,71,63,82,84
148880,Eastside,96,63,90,68
321741,Eastside,75,91,83,64
263814,Eastside,84,87,61,65
211537,Eastside,74,90,84,98
181124,Eastside,85,63,81,93
391644,Eastside,66,98,98,62
394108,Eastside,66,61,84,94
240220,Eastside,66,95,78,81
284038,Eastside,90,82,97,79
310127,Eastside,98,83,82,79
136483,Eastside,76,81,77,68
212792,Eastside,93,96,90,63
320114,Eastside,96,92,92,78
337842,Eastside,99,69,86,73
182528,Eastside,82,71,81,74
397583,Eastside,88,68,94,73
144542,Eastside,81,80,96,68
181569,Eastside,72,88,66,73
126090,Eastside,92,74,90,80
242661,Eastside,61,98,70,67
332319,Eastside,94,77,83,93
322306,Eastside,93,62,67,99
317152,Eastside,72,97,81,64
159674,Eastside,94,70,73,75
325399,Eastside,88,77,69,66
123812,Eastside,98,61,92,70
104031,Eastside,89,75,68,70
207177,Eastside,62,90,68,64
171951,Eastside,63,87,76,74
285686,Eastside,83,62,62,77
251790,Eastside,85,78,97,65
312354,Eastside,65,67,73,63
328963,Eastside,94,82,75,83
155503,Eastside,77,75,71,94
227568,Eastside,76,72,76,78
141234,Eastside,94,72,72,72
262674,Eastside,72,74,64,93
216168,Eastside,68,97,62,83
367641,Eastside,93,96,68,78
378190,Eastside,62,69,88,78
203428,Eastside,99,82,82,96
359060,Eastside,83,72,69,67
335356,Eastside,67,77,75,77
265748,Eastside,77,91,81,73
331845,Eastside,64,87,61,89
129451,Eastside,99,93,72,72
284520,Eastside,91,62,67,79
262744,Eastside,99,65,71,92
365850,Eastside,75,77,76,88
198692,Eastside,86,78,80,91
154265,Eastside,91,81,72,70
364529,Eastside,90,77,77,70
190471,Eastside,77,71,95,90
290788,Eastside,98,85,72,84
303118,Eastside,72,94,99,87
314313,Eastside,86,99,62,60
248975,Eastside,89,67,89,79
274778,Eastside,91,85,70,89
283407,Eastside,74,84,60,97
167608,Eastside,88,82,87,81
393037,Eastside,79,91,62,78
321987,Eastside,71,92,95,87
289703,Eastside,76,98,79,95
181236,Eastside,71,68,98,84
382996,Eastside,65,72,90,67
376055,Eastside,74,82,90,68
180873,Eastside,93,87,90,67
122908,Eastside,94,97,85,65
335368,Eastside,70,62,91,70
225394,Eastside,73,83,61,82
292855,Eastside,86,94,76,84
363668,Eastside,75,75,68,69
184966,Eastside,65,78,75,91
249456,Eastside,71,99,85,60
335573,Eastside,86,65,84,66
177254,Eastside,84,65,60,60
216412,Eastside,67,90,68,85
113983,Eastside,66,77,97,72
127922,Eastside,88,68,81,73
217723,Eastside,66,63,72,96
267083,Eastside,79,75,76,74
176572,Eastside,97,64,72,92
250408,Eastside,83,74,81,91
345949,Eastside,72,88,64,77
335197,Eastside,76,72,94,69
234178,Eastside,89,67,66,99
213066,Eastside,77,62,94,64
178392,Eastside,90,68,72,93
163884,Eastside,70,71,66,81
225011,Eastside,83,69,78,96
320110,Eastside,76,68,81,74
132930,Eastside,91,61,80,80
158122,Eastside,74,82,60,97
370206,Eastside,79,80,62,80
226846,Eastside,92,82,86,63
226125,Eastside,92,84,92,74
144887,Eastside,92,61,72,78
374457,Eastside,72,84,71,68
289061,Eastside,85,72,64,66
375807,Eastside,98,87,90,72
110662,Eastside,74,70,86,68
304711,Eastside,93,79,94,82
287221,Eastside,68,63,96,82
226420,Eastside,91,94,98,71
123245,Eastside,87,95,93,74
343597,Eastside,75,75,71,73
350889,Eastside,63,99,94,75
119391,Eastside,73,78,79,65
205692,Eastside,77,72,63,74
265464,Eastside,72,93,96,62
370210,Eastside,78,84,76,69
232810,Eastside,91,82,94,92
119200,Eastside,77,65,61,95
372251,Eastside,90,79,87,71
385986,Eastside,83,67,67,62
254019,Eastside,91,63,66,65
268408,Eastside,95,94,99,65
260693,Eastside,93,60,88,90
332736,Eastside,71,66,97,82
312972,Eastside,67,91,72,81
116327,Eastside,73,90,77,75
118245,Eastside,96,83,94,91
223730,Eastside,73,73,98,70
300726,Eastside,79,65,71,63
335890,Eastside,76,67,92,62
230869,Eastside,82,60,75,60
197543,Eastside,69,73,62,69
302893,Eastside,75,77,66,75
357531,Eastside,79,86,97,85
138825,Eastside,79,73,90,78
146028,Eastside,71,79,95,63
134047,Eastside,74,94,86,60
257264,Eastside,61,75,73,70
191274,Eastside,96,63,64,83
366735,Eastside,85,98,74,79
289214,Eastside,73,64,75,64
293416,Eastside,79,75,82,65
389222,Eastside,93,99,76,84
314662,Eastside,75,93,85,86
266214,Eastside,60,92,62,99
371246,Eastside,97,92,90,85
280625,Eastside,64,60,87,82
167285,Eastside,81,83,66,65
389042,Eastside,93,63,89,87
363646,Eastside,89,91,83,97
186328,Eastside,71,93,89,60
141346,Eastside,78,98,89,81
231390,Eastside,90,76,89,77
277010,Eastside,68,65,91,80
395499,Eastside,72,81,79,86
114876,Eastside,70,63,72,97
399965,Eastside,97,68,90,89
318412,Eastside,78,71,89,80
386040,Eastside,77,83,71,91
228387,Eastside,70,60,93,67
138259,Eastside,84,81,82,95
330480,Eastside,60,88,89,73
353888,Eastside,66,70,70,89
343502,Eastside,74,79,88,98
278359,Eastside,78,93,85,75
168560,Eastside,97,97,86,94
369998,Eastside,70,82,73,79
155671,Eastside,67,74,72,97
267309,Eastside,73,81,95,99
226741,Eastside,69,62,94,91
344566,Eastside,61,78,67,85
150758,Eastside,61,65,69,81
319224,Eastside,85,86,79,77
230166,Eastside,84,80,69,82
263953,Eastside,93,85,96,66
199528,Eastside,96,75,79,60
226212,Eastside,74,73,69,80
212798,Eastside,63,75,86,82
285019,Eastside,80,66,71,91
126498,Eastside,81,78,76,90
381381,Eastside,86,71,96,99
156360,Eastside,87,81,94,94
325931,Eastside,94,91,60,74
311422,Eastside,89,78,84,61
126822,Eastside,63,82,87,93
302559,Eastside,69,85,81,60
336116,Eastside,72,74,98,63
246655,Eastside,66,86,63,76
162292,Eastside,95,64,63,87
167457,Eastside,79,61,80,85
310443,Eastside,85,74,93,81
362185,Eastside,68,62,92,75
348379,Eastside,75,66,74,62
370274,Eastside,63,77,82,96
306022,Eastside,98,91,68,86
365980,Eastside,77,69,92,74
318388,Eastside,81,75,85,94
226981,Eastside,84,82,63,87
200026,Eastside,66,92,69,73
109929,Eastside,80,70,95,94
206898,Eastside,83,99,81,76
347258,Eastside,85,83,61,81
375502,Eastside,95,76,80,90
297565,Eastside,62,89,70,61
379513,Eastside,65,80,91,90
229248,Eastside,91,79,61,82
251522,Eastside,62,88,63,65
356379,Eastside,65,63,88,95
282874,Eastside,61,68,69,64
250885,Eastside,94,86,65,66
384789,Eastside,82,87,65,69
281595,Eastside,90,87,95,83
234451,Eastside,89,91,75,66
242152,Eastside,71,76,76,62
157267,Eastside,75,85,78,92
227118,Eastside,82,67,88,61
273169,Eastside,80,69,65,79
347676,Eastside,79,75,60,82
192164,Eastside,68,63,75,62
251765,Eastside,85,89,91,91
119644,Eastside,63,71,83,82
273374,Eastside,62,82,98,91
234881,Eastside,73,79,66,90
276744,Eastside,80,71,88,72
397681,Eastside,61,61,76,75
201273,Eastside,86,95,79,65
370156,Eastside,73,93,80,74
230049,Eastside,90,66,74,95
334219,Eastside,94,86,80,63
237130,Eastside,67,74,64,89
288509,Eastside,80,62,63,79
132572,Eastside,63,82,77,88
344002,Eastside,74,68,76,80
260855,Eastside,63,74,83,69
312556,Eastside,91,88,72,89
161560,Eastside,72,85,62,73
214887,Eastside,77,70,62,74
381365,Eastside,68,63,73,99
207690,Eastside,63,69,95,93
147680,Eastside,99,65,78,63
337730,Eastside,88,68,92,83
169177,Eastside,95,61,93,85
317803,Eastside,98,70,68,95
342420,Eastside,87,67,65,84
261570,Eastside,81,95,70,75
307592,Eastside,66,71,72,78
138289,Eastside,61,80,79,98
280633,Eastside,97,79,83,73
383726,Eastside,80,82,96,74
131592,Eastside,69,66,71,96
136186,Eastside,82,68,94,79
250519,Eastside,60,97,98,80
314365,Eastside,72,97,68,78
171004,Eastside,85,69,64,90
297917,Eastside,95,69,78,60
282332,Eastside,85,98,77,76
193572,Eastside,93,92,72,98
256429,Eastside,72,85,98,89
322366,Eastside,60,82,67,98
378887,Eastside,61,93,68,90
220411,Eastside,92,82,89,94
181329,Eastside,87,99,80,83
226179,Eastside,76,93,63,63
135280,Eastside,83,94,83,77
334064,Eastside,91,67,80,65
382990,Eastside,82,95,65,95
129593,Eastside,60,92,67,86
364187,Eastside,94,99,93,64
222769,Eastside,76,63,75,90
373286,Eastside,95,82,78,87
215891,Eastside,70,75,88,91
191821,Eastside,64,67,75,81
391426,Eastside,89,64,65,98
359849,Eastside,91,85,96,89
124581,Eastside,67,89,80,91
196406,Eastside,68,87,60,72
382030,Eastside,61,77,88,69
175682,Eastside,73,61,94,95
342759,Eastside,84,96,89,87
377869,Eastside,99,75,98,70
303644,Eastside,72,99,77,60
141456,Eastside,91,72,89,60
294552,Eastside,70,70,87,67
240752,Eastside,77,99,66,98
120735,Eastside,84,91,83,95
138160,Eastside,99,94,78,84
213780,Eastside,81,80,68,74
351341,Eastside,89,65,95,75
258958,Eastside,91,70,88,63
227189,Eastside,71,86,88,74
307950,Eastside,80,99,66,80
225479,Eastside,72,72,96,85
268619,Eastside,67,75,82,95
248405,Eastside,99,89,97,76
344450,Eastside,82,99,63,73
379787,Eastside,91,75,94,72
151700,Eastside,72,68,64,93
294357,Eastside,88,87,91,61
264062,Eastside,80,94,85,93
216012,Eastside,74,72,64,89
108504,Eastside,83,73,91,80
179908,Eastside,62,66,67,68
299146,Eastside,89,74,83,75
398734,Eastside,98,97,87,96
361778,Eastside,96,64,62,83
341608,Eastside,62,90,87,88
284642,Eastside,63,75,92,78
356019,Eastside,93,82,60,89
384236,Eastside,69,93,77,94
125436,Eastside,61,77,68,74
103347,Eastside,72,94,74,89
104793,Eastside,76,87,88,92
214673,Eastside,73,75,82,93
315660,Eastside,63,94,75,61
108770,Eastside,69,85,79,88
244044,Eastside,94,82,88,63
325745,Eastside,99,66,98,79
193988,Eastside,98,82,88,69
156108,Eastside,80,61,81,77
150497,Eastside,69,83,72,86
374929,Eastside,97,99,68,90
178066,Eastside,63,90,83,86
200628,Eastside,76,99,95,65
396224,Eastside,83,89,99,63
142267,Eastside,78,81,86,84
149022,Eastside,78,71,93,86
312483,Eastside,78,80,63,78
297746,Eastside,83,90,80,97
362070,Eastside,95,75,75,74
327494,Eastside,89,96,69,98
397159,Eastside,63,77,80,66
242132,Eastside,86,95,66,60
246997,Eastside,73,78,80,65
194034,Eastside,68,93,79,63
264881,Eastside,85,61,74,82
108210,Eastside,75,64,64,67
308822,Eastside,69,91,71,84
140338,Eastside,62,72,80,75
256908,Eastside,72,98,96,94
304031,Eastside,94,86,68,76
141119,Eastside,79,98,80,78
329161,Eastside,65,68,94,81
221711,Eastside,85,76,96,82
336219,Eastside,95,92,92,92
296832,Eastside,84,95,89,95
144929,Eastside,83,60,95,62
229211,Eastside,81,86,75,91
155864,Eastside,84,80,75,82
147984,Eastside,72,77,74,83
333170,Eastside,95,78,82,97
113769,Eastside,83,65,80,80
146987,Eastside,74,72,65,90
303319,Eastside,62,68,62,85
144407,Eastside,82,76,68,99
227267,Eastside,96,61,90,98
299614,Eastside,80,64,64,89
188868,Eastside,71,98,74,77
257880,Eastside,66,76,87,98
240723,Eastside,81,98,62,89
133171,Eastside,83,63,83,66
140329,Eastside,65,83,60,67
359944,Eastside,69,83,85,97
340052,Eastside,64,64,89,74
156085,Eastside,61,77,69,99
325767,Eastside,99,76,78,77
351140,Eastside,91,68,71,73
308793,Eastside,80,87,86,70
267321,Eastside,79,83,88,65
227101,Eastside,81,86,87,84
270859,Eastside,74,78,62,61
291374,Eastside,81,80,88,91
388411,Eastside,85,77,81,88
342023,Eastside,84,86,92,80
209917,Eastside,62,87,97,89
252742,Eastside,92,98,62,79
232478,Eastside,64,95,83,60
321841,Eastside,71,97,91,74
138780,Eastside,67,68,63,93
335441,Eastside,83,67,72,76
351258,Eastside,87,94,68,63
365611,Eastside,80,73,66,66
381494,Eastside,77,79,73,79
230145,Eastside,71,71,84,93
325683,Eastside,99,97,78,68
155546,Eastside,97,63,65,76
105531,Eastside,92,74,78,80
392550,Eastside,96,71,88,66
215885,Eastside,63,64,74,85
296147,Eastside,65,71,82,83
342779,Eastside,91,77,78,96
353112,Eastside,60,76,61,71
154814,Eastside,80,63,62,81
174279,Eastside,87,65,78,80
279866,Eastside,86,74,87,77
353193,Eastside,92,91,79,82
349647,Eastside,84,62,72,97
267201,Eastside,64,62,87,89
157338,Eastside,78,63,93,94
312362,Eastside,85,72,66,69
197721,Eastside,87,80,79,81
203455,Eastside,94,83,87,92
102334,Eastside,82,96,92,72
207891,Eastside,76,94,96,99
198021,Eastside,86,63,89,94
339889,Eastside,75,65,93,64
305807,Eastside,65,72,96,86
282413,Eastside,79,87,95,96
255947,Eastside,62,94,61,63
161315,Eastside,94,98,83,61
303667,Eastside,98,92,67,76
187486,Eastside,82,69,61,87
251433,Eastside,93,62,72,90
173556,Eastside,97,67,80,79
288240,Eastside,78,65,61,82
354075,Eastside,73,79,95,62
171584,Eastside,79,93,62,64
202304,Eastside,84,75,64,68
394431,Eastside,83,71,78,63
317911,Eastside,82,70,73,74
187689,Eastside,62,86,69,66
244103,Eastside,68,74,89,87
339769,Eastside,99,81,85,60
396564,Eastside,76,64,81,74
388215,Eastside,68,77,60,62
292342,Eastside,73,74,80,60
384187,Eastside,89,77,90,81
121816,Eastside,63,82,98,74
331404,Eastside,63,92,81,85
330200,Eastside,80,87,88,75
324483,Eastside,62,89,90,73
208498,Eastside,63,97,75,70
379069,Eastside,83,93,91,92
382470,Eastside,60,91,61,60
269688,Eastside,82,90,77,96
149926,Eastside,78,63,99,62
171088,Eastside,85,62,65,89
176674,Eastside,88,92,99,98
174539,Eastside,63,61,66,95
317174,Eastside,71,95,73,62
338392,Eastside,82,60,98,92
271594,Eastside,65,97,83,85
101297,Eastside,81,79,81,86
340360,Eastside,77,61,83,81
354457,Eastside,97,64,72,77
280219,Eastside,67,85,99,81
165137,Eastside,68,64,84,83
169161,Eastside,98,90,91,76
148938,Eastside,70,61,81,87
231277,Eastside,60,97,76,92
143213,Eastside,99,85,68,80
222759,Eastside,92,92,87,77
325041,Eastside,85,66,89,78
149904,Eastside,87,80,85,84
211895,Eastside,67,80,70,69
349985,Eastside,84,79,73,76
218590,Eastside,89,88,62,90
220035,Eastside,96,81,70,95
300839,Eastside,78,66,90,60
174897,Eastside,69,92,65,69
179364,Eastside,87,67,91,78
145450,Eastside,86,66,73,94
152673,Eastside,61,95,92,96
284306,Eastside,75,68,61,81
229912,Eastside,76,69,73,67
230111,Eastside,60,65,67,87
225484,Eastside,77,79,91,60
302316,Eastside,94,60,72,64
137231,Eastside,93,62,96,68
265923,Eastside,87,85,82,80
320654,Eastside,70,69,82,86
346948,Eastside,83,95,98,74
120881,Eastside,96,74,99,66
381315,Eastside,94,72,81,97
206535,Eastside,71,98,88,67
181463,Eastside,97,62,82,63
228178,Eastside,63,91,64,92
145201,Eastside,85,63,82,82
374206,Eastside,77,60,74,67
294967,Eastside,76,96,79,64
240910,Eastside,81,95,95,99
325090,Eastside,72,75,67,61
338655,Eastside,80,98,90,69
367797,Eastside,80,88,71,85
292775,Eastside,83,68,60,65
228216,Eastside,81,61,72,88
300792,Eastside,98,75,71,88
193828,Eastside,67,71,93,63
118541,Eastside,87,88,65,73
389861,Eastside,64,66,76,97
230162,Eastside,78,64,82,95
162601,Eastside,98,92,60,84
124080,Eastside,65,73,89,60
136138,Eastside,78,74,82,62
343844,Eastside,85,65,69,60
145291,Eastside,97,63,63,89
104179,Eastside,83,75,86,81
293420,Eastside,82,70,93,89
343232,Eastside,86,84,85,74
314978,Eastside,76,67,71,77
112536,Eastside,76,93,69,61
154500,Eastside,90,71,68,65
224869,Eastside,81,85,80,66
131403,Eastside,62,85,95,70
295294,Eastside,89,82,76,63
397702,Eastside,89,64,74,85
132655,Eastside,66,69,83,74
271050,Eastside,96,72,72,83
266754,Eastside,72,62,68,86
222480,Eastside,64,65,86,97
186180,Eastside,82,85,71,67
344348,Eastside,93,80,74,66
261643,Eastside,67,68,64,82
182636,Eastside,93,64,83,77
271859,Eastside,61,78,83,80
286512,Eastside,75,91,82,82
116296,Eastside,93,78,94,77
337084,Eastside,62,78,82,82
388422,Eastside,82,75,75,77
163677,Eastside,60,67,64,93
168533,Eastside,80,85,62,72
139315,Eastside,90,87,67,60
167524,Eastside,69,89,91,96
148224,Eastside,95,85,60,71
360114,Eastside,89,65,63,78
212574,Eastside,71,87,85,89
177926,Eastside,93,73,69,67
118167,Eastside,70,81,64,74
254721,Eastside,74,85,80,83
351151,Eastside,77,73,99,80
171952,Eastside,82,84,98,75
319800,Eastside,83,72,93,90
204574,Eastside,67,80,79,85
110240,Eastside,87,61,64,80
351493,Eastside,78,93,93,93
385485,Eastside,68,93,68,74
280373,Eastside,93,97,77,61
363399,Eastside,95,65,78,87
303624,Eastside,74,62,99,60
241787,Eastside,72,77,76,87
194276,Eastside,78,98,94,95
130719,Eastside,85,89,66,69
347299,Eastside,88,63,64,71
239737,Eastside,72,72,85,76
284383,Eastside,78,90,72,71
174503,Eastside,96,91,60,77
358069,Eastside,98,82,95,77
192043,Eastside,77,90,65,84
273925,Eastside,75,68,73,83
278656,Eastside,97,80,81,79
269654,Eastside,81,80,94,84
182578,Eastside,87,64,94,85
355434,Eastside,60,80,92,60
193171,Eastside,61,96,62,95
100943,Eastside,81,87,79,92
266838,Eastside,94,99,99,64
105975,Eastside,75,91,96,89
209935,Eastside,99,65,73,90
283754,Eastside,86,60,99,63
234563,Eastside,89,64,82,60
156642,Eastside,93,72,90,74
329754,Eastside,91,94,79,98
296791,Eastside,75,72,82,75
153178,Eastside,95,62,88,62
236907,Eastside,84,75,64,79
138903,Eastside,81,72,85,79
139323,Eastside,88,68,73,64
353094,Eastside,72,91,76,97
116250,Eastside,74,74,95,83
326138,Eastside,82,95,65,89
128079,Eastside,99,69,97,73
314581,Eastside,70,63,73,92
255924,Eastside,76,85,92,90
224544,Eastside,85,77,80,77
128577,Eastside,67,76,95,86
102001,Eastside,63,76,95,89
204688,Eastside,97,78,86,74
150850,Eastside,83,98,67,79
348288,Eastside,92,99,81,85
303176,Eastside,97,94,84,79
299988,Eastside,73,79,67,80
123393,Eastside,89,69,81,70
330551,Eastside,89,80,61,70
238098,Eastside,88,86,77,89
218617,Eastside,67,75,62,78
132317,Eastside,70,75,75,82
150701,Eastside,70,75,66,62
