Student_ID,School_Name,Math,Science,English,History
268573,Central,97,94,61,68
349367,Central,66,98,69,70
362861,Central,64,85,75,82
144213,Central,98,78,67,74
229890,Central,61,87,69,87
330384,Central,73,92,90,91
295482,Central,61,94,60,70
232119,Central,66,81,98,61
178839,Central,69,80,77,70
142731,Central,93,99,97,91
174150,Central,87,80,99,91
262651,Central,89,60,88,87
305499,Central,96,65,69,69
144418,Central,81,82,90,76
272217,Central,95,72,74,83
375982,Central,86,82,85,91
290106,Central,60,86,92,68
140457,Central,66,90,78,64
255081,Central,88,80,63,65
168708,Central,82,87,73,66
194816,Central,88,84,82,96
186791,Central,63,65,86,78
345900,Central,81,77,97,62
376541,Central,96,93,85,80
127358,Central,60,75,85,82
294623,Central,74,60,87,63
370486,Central,84,93,83,61
317526,Central,62,83,92,87
363197,Central,62,74,77,89
296064,Central,79,63,65,79
302463,Central,84,68,75,97
142785,Central,89,68,74,93
151949,Central,95,74,91,91
120082,Central,61,79,88,88
102754,Central,67,63,69,95
376705,Central,91,70,61,76
251049,Central,92,72,95,76
125035,Central,81,96,82,74
339660,Central,71,66,72,84
381047,Central,81,99,92,86
108617,Central,87,98,63,91
175276,Central,69,88,94,78
252711,Central,99,73,87,61
100821,Central,92,64,65,93
135484,Central,81,98,96,89
385256,Central,61,65,87,86
122825,Central,70,78,98,99
302838,Central,62,81,77,62
295718,Central,65,78,92,93
154350,Central,71,73,91,73
284707,Central,79,66,98,83
386269,Central,66,89,66,67
195567,Central,65,67,70,79
170702,Central,81,77,63,83
339956,Central,62,75,91,90
250005,Central,77,84,75,64
165261,Central,62,93,66,75
329089,Central,69,62,99,96
360154,Central,71,98,90,65
360846,Central,89,89,75,68
239839,Central,83,91,91,73
194612,Central,79,88,66,70
333789,Central,95,86,81,85
187370,Central,98,97,65,69
334425,Central,77,70,70,82
284843,Central,80,95,76,89
328035,Central,74,96,83,73
369005,Central,89,94,75,66
166181,Central,64,82,94,74
289872,Central,84,74,68,88
180446,Central,65,95,94,74
294493,Central,84,74,78,91
295043,Central,87,62,82,69
172192,Central,96,83,88,81
292388,Central,60,91,75,76
308685,Central,99,91,84,80
264829,Central,71,89,82,74
371448,Central,73,93,60,70
161741,Central,88,88,91,73
212497,Central,60,73,82,95
204952,Central,67,61,92,67
282151,Central,87,81,60,67
252234,Central,73,76,79,95
163629,Central,60,89,92,72
224118,Central,96,98,88,60
113781,Central,92,64,74,77
390467,Central,71,79,83,90
168038,Central,84,68,89,88
145202,Central,88,64,69,87
262158,Central,90,68,88,71
375616,Central,79,81,78,93
335917,Central,88,66,75,62
167651,Central,85,77,95,67
326817,Central,69,86,88,78
129053,Central,77,92,98,88
371635,Central,85,95,88,91
259449,Central,99,75,88,86
184918,Central,86,82,88,98
269168,Central,67,83,85,88
218212,Central,84,72,78,62
281416,Central,63,77,85,96
202919,Central,75,74,62,94
243892,Central,64,82,68,62
188414,Central,92,77,86,86
142585,Central,63,88,88,70
123836,Central,93,80,94,76
353203,Central,78,67,61,89
131412,Central,80,94,79,86
182880,Central,74,89,84,72
263884,Central,84,90,79,86
394467,Central,94,84,63,91
335718,Central,80,60,90,77
229981,Central,85,80,69,74
173861,Central,67,88,80,81
126532,Central,65,96,82,80
271671,Central,64,99,93,68
369865,Central,74,95,65,73
261765,Central,80,82,88,61
346724,Central,73,76,74,99
170221,Central,67,79,67,86
238660,Central,75,60,71,76
123721,Central,61,65,71,96
310021,Central,72,92,72,93
394554,Central,84,85,65,76
202056,Central,89,72,67,73
251311,Central,66,74,64,97
364376,Central,98,92,87,88
175638,Central,81,88,82,69
204364,Central,87,85,93,99
366927,Central,68,94,70,71
171847,Central,67,92,81,60
339594,Central,86,91,74,89
271949,Central,78,60,68,63
256885,Central,69,65,75,67
276357,Central,84,98,95,82
395135,Central,92,89,75,67
348981,Central,94,80,81,77
293126,Central,92,92,75,81
157465,Central,76,71,65,74
239215,Central,87,87,62,60
219299,Central,66,76,69,85
126925,Central,91,61,60,67
189398,Central,69,66,71,97
299330,Central,73,74,84,96
116553,Central,61,81,87,71
264466,Central,62,84,85,71
316511,Central,98,83,76,61
315156,Central,78,92,63,69
172395,Central,91,61,68,60
371940,Central,98,91,78,83
394067,Central,99,68,84,84
270420,Central,96,63,77,95
350805,Central,92,76,82,90
190798,Central,67,70,63,71
279478,Central,98,77,89,81
285749,Central,72,83,95,82
238602,Central,61,69,93,74
256036,Central,62,73,64,77
351556,Central,82,79,86,96
163898,Central,93,74,64,79
306849,Central,67,78,63,63
122055,Central,72,85,69,60
351176,Central,75,62,78,68
382370,Central,75,78,90,80
171971,Central,62,62,90,69
127521,Central,99,83,85,63
349404,Central,92,75,88,96
350321,Central,75,79,69,86
250600,Central,97,66,92,64
268385,Central,93,73,66,93
131019,Central,95,85,69,62
146904,Central,92,73,90,76
191785,Central,61,79,77,66
256444,Central,65,92,70,68
275659,Central,74,83,94,73
249193,Central,81,93,92,63
358953,Central,77,95,69,93
197622,Central,68,79,75,76
312594,Central,94,75,78,62
145476,Central,77,72,66,76
350324,Central,92,89,94,76
103581,Central,73,91,81,87
223481,Central,62,79,83,90
239982,Central,65,96,66,94
105996,Central,93,70,91,69
161984,Central,84,96,94,82
292699,Central,73,67,96,80
215789,Central,79,80,96,60
170029,Central,88,97,94,95
350706,Central,65,67,82,81
295888,Central,61,73,77,98
387958,Central,78,69,92,61
214511,Central,78,93,76,88
334225,Central,61,62,90,95
160944,Central,63,76,68,67
356287,Central,98,93,69,91
369090,Central,97,67,83,84
130271,Central,66,80,78,71
111414,Central,73,88,71,64
214244,Central,64,81,69,85
133429,Central,74,83,64,68
194363,Central,80,81,81,88
300530,Central,96,97,81,88
296947,Central,76,67,75,74
382749,Central,70,65,62,90
162198,Central,63,83,85,78
381679,Central,77,77,77,62
377266,Central,94,91,82,94
101822,Central,97,69,86,94
229768,Central,69,88,78,73
198819,Central,93,80,99,88
159164,Central,67,61,98,81
319803,Central,67,92,64,74
208047,Central,82,79,67,70
123193,Central,96,82,75,68
268121,Central,79,77,69,89
258212,Central,99,89,71,94
316825,Central,74,60,65,96
299835,Central,97,78,93,82
318275,Central,76,85,87,84
178234,Central,67,71,73,83
257228,Central,99,61,66,90
348261,Central,74,72,90,82
227328,Central,91,68,72,71
233692,Central,90,91,83,97
206608,Central,75,74,82,87
199868,Central,76,74,72,69
274570,Central,80,63,99,88
108040,Central,80,85,83,88
199628,Central,91,82,85,76
161508,Central,89,88,73,69
207224,Central,77,98,65,90
299577,Central,66,63,60,62
237134,Central,81,71,85,76
288558,Central,84,85,67,93
267895,Central,77,71,79,99
206498,Central,61,64,73,84
317019,Central,74,64,65,85
176506,Central,82,98,72,79
220597,Central,88,69,91,96
357214,Central,64,63,86,98
386548,Central,91,84,73,86
374698,Central,98,96,74,81
172086,Central,95,73,83,72
221338,Central,81,63,92,63
379033,Central,96,86,92,72
389221,Central,63,83,77,92
108988,Central,97,68,81,87
226338,Central,79,90,74,60
376015,Central,66,93,72,70
240156,Central,73,75,66,79
295587,Central,96,86,73,77
312876,Central,75,63,71,80
227511,Central,93,89,76,72
218415,Central,89,95,99,77
129421,Central,97,79,60,99
104955,Central,90,74,62,76
273682,Central,92,80,88,98
396672,Central,77,74,65,91
149998,Central,87,76,88,63
124412,Central,74,95,98,75
138980,Central,65,79,64,77
395442,Central,70,66,77,61
395677,Central,65,69,66,77
301246,Central,88,60,80,74
173375,Central,96,87,90,93
362560,Central,80,73,99,67
151216,Central,95,80,74,85
278569,Central,98,90,73,68
357218,Central,65,72,83,79
219611,Central,90,73,79,89
254864,Central,89,66,97,92
143012,Central,66,87,82,61
240495,Central,94,75,71,85
180857,Central,87,82,88,63
198248,Central,86,99,64,94
325958,Central,66,62,70,65
390844,Central,77,79,89,67
313933,Central,70,80,61,72
148793,Central,85,76,68,86
301976,Central,96,78,87,82
373209,Central,78,78,82,98
172793,Central,92,77,62,77
240991,Central,63,66,78,69
327896,Central,87,84,70,60
259729,Central,61,71,84,74
171369,Central,97,60,73,72
306012,Central,74,60,91,92
159711,Central,87,60,84,83
194334,Central,87,81,78,82
329877,Central,67,77,94,85
136260,Central,94,88,78,75
180816,Central,70,77,72,92
380163,Central,96,64,96,63
119276,Central,74,63,80,92
157342,Central,65,87,93,60
309515,Central,62,82,61,94
235654,Central,60,84,73,62
216393,Central,67,60,69,63
372000,Central,91,90,97,87
305067,Central,78,98,77,69
112878,Central,75,89,63,78
254892,Central,89,66,66,96
318091,Central,72,90,75,89
160854,Central,63,93,69,88
329726,Central,93,81,74,84
337213,Central,85,69,76,63
160338,Central,68,66,81,67
227881,Central,61,98,99,76
191464,Central,80,76,71,83
389360,Central,83,65,61,66
273534,Central,81,64,69,86
196706,Central,80,78,67,85
115306,Central,80,63,76,86
132802,Central,70,84,86,77
381485,Central,74,72,81,75
291781,Central,94,73,99,93
203324,Central,79,86,93,63
237549,Central,61,95,78,88
356631,Central,94,99,67,91
264315,Central,87,76,92,61
284542,Central,60,85,76,86
340051,Central,67,81,83,82
144435,Central,63,71,90,80
225081,Central,80,98,71,69
195969,Central,73,72,83,90
367820,Central,76,69,86,70
321795,Central,74,62,67,64
336455,Central,67,66,82,80
364996,Central,73,66,61,98
332707,Central,81,65,87,93
215621,Central,79,81,84,89
117142,Central,73,84,98,84
159356,Central,84,96,72,93
159878,Central,73,89,80,64
240451,Central,70,90,68,90
214579,Central,67,97,65,68
229778,Central,75,87,64,82
256086,Central,88,61,68,61
145605,Central,70,64,85,77
283832,Central,96,86,94,62
173000,Central,68,85,91,91
398884,Central,76,82,91,62
283929,Central,93,87,97,90
247370,Central,91,74,79,83
188279,Central,67,85,79,74
369702,Central,74,98,78,71
229790,Central,66,98,75,73
240886,Central,81,86,86,76
139593,Central,61,60,92,77
311210,Central,93,94,95,98
148834,Central,84,62,65,97
287812,Central,76,77,99,85
133204,Central,71,69,82,81
380193,Central,65,64,97,64
308518,Central,85,68,69,94
214206,Central,86,61,75,61
211072,Central,78,97,91,68
240791,Central,88,69,83,71
125381,Central,79,80,89,98
124088,Central,92,85,72,68
152206,Central,85,97,93,94
340954,Central,98,85,95,82
243666,Central,78,80,96,94
288972,Central,72,86,72,78
294954,Central,78,97,83,69
186783,Central,71,84,73,68
307798,Central,67,67,96,65
100570,Central,64,67,99,70
140863,Central,86,67,80,95
169573,Central,82,90,67,85
333344,Central,79,74,88,80
137135,Central,77,96,70,93
153702,Central,99,99,72,60
292709,Central,71,97,92,95
300657,Central,61,90,75,66
395327,Central,72,83,63,69
104444,Central,69,72,63,73
186045,Central,73,85,89,70
211703,Central,98,87,90,92
315855,Central,62,82,98,98
173408,Central,88,86,82,78
301344,Central,62,84,71,93
325124,Central,89,86,72,63
144171,Central,94,62,88,97
390140,Central,74,65,71,69
249381,Central,85,61,97,60
258152,Central,80,82,61,62
207713,Central,90,61,99,68
367137,Central,82,81,65,69
305391,Central,97,79,90,77
254950,Central,87,98,76,80
128610,Central,80,83,84,80
169198,Central,74,72,73,66
135407,Central,87,75,97,77
237461,Central,66,74,67,69
213112,Central,63,75,67,92
245474,Central,70,77,72,98
262481,Central,64,98,79,72
271312,Central,90,66,93,81
327795,Central,86,79,74,64
337698,Central,65,91,68,65
192090,Central,89,72,84,72
360264,Central,65,75,63,96
115392,Central,64,95,72,82
275643,Central,96,77,66,68
133488,Central,82,61,84,66
129067,Central,98,80,73,89
187494,Central,87,90,94,84
160469,Central,70,61,87,76
219750,Central,95,73,75,67
123089,Central,77,98,76,84
124108,Central,83,78,91,84
318239,Central,86,76,92,69
267739,Central,93,91,97,66
242218,Central,70,69,73,95
363215,Central,87,95,72,63
194029,Central,76,77,65,65
370415,Central,71,88,92,98
310201,Central,76,84,94,99
103344,Central,67,96,72,69
281626,Central,67,90,89,81
297277,Central,64,62,77,80
261225,Central,72,89,61,90
377776,Central,91,62,85,92
320105,Central,88,89,89,83
174645,Central,69,61,85,82
148773,Central,75,63,67,74
372504,Central,83,98,99,87
316561,Central,94,94,74,98
144514,Central,94,61,91,65
150110,Central,78,90,97,89
364990,Central,67,61,82,94
168529,Central,60,93,75,86
224137,Central,95,96,75,77
306021,Central,74,62,61,64
171362,Central,95,61,81,79
181480,Central,61,98,66,63
208862,Central,70,67,94,64
336935,Central,94,93,60,62
238941,Central,73,99,64,64
259497,Central,78,70,77,84
177765,Central,99,82,99,61
125665,Central,61,78,93,63
256679,Central,85,88,65,89
153429,Central,98,91,60,60
173292,Central,98,71,65,98
216544,Central,72,64,98,90
111430,Central,76,92,61,92
327099,Central,74,97,76,90
307094,Central,81,61,76,61
190601,Central,67,86,87,67
333839,Central,77,65,99,68
388720,Central,85,94,62,86
113665,Central,65,68,88,79
115364,Central,76,62,60,85
129313,Central,92,96,67,60
286020,Central,76,94,60,78
191076,Central,63,81,68,64
192328,Central,84,95,90,78
224021,Central,89,70,85,98
114789,Central,79,74,68,78
384230,Central,87,61,69,88
262033,Central,94,97,87,64
119904,Central,94,85,71,88
110449,Central,72,60,74,92
350604,Central,90,85,95,70
193041,Central,70,60,78,69
131225,Central,92,86,71,95
291308,Central,67,62,91,61
138028,Central,66,71,70,71
307407,Central,77,71,83,82
269137,Central,65,82,65,90
394638,Central,94,94,78,79
191935,Central,69,83,65,74
298383,Central,72,90,71,97
260864,Central,96,92,86,81
166768,Central,83,89,62,79
397525,Central,95,70,82,62
273628,Central,83,80,80,85
140794,Central,88,64,72,60
224779,Central,84,80,81,78
267520,Central,85,79,81,95
230832,Central,87,62,84,77
320020,Central,91,71,97,81
298555,Central,66,93,84,61
138645,Central,91,99,75,64
110527,Central,92,83,70,93
267100,Central,82,79,64,93
154907,Central,67,71,73,84
279206,Central,63,98,67,84
189185,Central,99,84,64,73
277184,Central,87,72,95,89
186507,Central,85,64,75,96
153089,Central,68,83,96,82
390515,Central,74,85,63,73
239076,Central,87,75,72,64
305994,Central,84,73,64,80
388182,Central,78,92,97,63
289179,Central,99,82,92,75
254429,Central,70,79,80,80
113493,Central,90,72,96,79
208503,Central,85,77,91,64
189566,Central,64,82,85,91
261666,Central,86,68,66,72
356428,Central,91,76,97,84
147782,Central,64,86,70,83
196932,Central,81,96,83,67
294522,Central,77,93,76,68
293673,Central,69,84,86,79
197824,Central,72,63,77,74
395828,Central,76,89,76,97
179236,Central,72,66,65,60
390247,Central,94,80,86,74
131974,Central,85,95,88,97
319484,Central,96,65,88,67
141396,Central,77,68,88,70
306992,Central,85,87,84,72
399484,Central,88,79,85,85
399623,Central,76,98,95,68
205864,Central,76,88,86,90
372467,Central,87,96,91,63
319989,Central,61,67,99,76
317288,Central,86,81,71,79
280287,Central,86,82,98,69
315425,Central,93,78,60,88
238484,Central,60,71,66,99
300826,Central,91,74,85,60
348013,Central,66,96,67,83
175421,Central,94,79,80,94
246983,Central,60,77,62,79
257539,Central,70,94,81,90
268228,Central,60,71,80,88
318509,Central,81,98,82,98
146813,Central,93,73,97,80
331587,Central,63,70,84,61
370150,Central,78,81,61,83
365707,Central,99,72,65,91
311490,Central,64,64,66,92
191089,Central,79,68,72,84
201064,Central,74,94,89,90
205239,Central,88,96,84,69
117339,Central,98,92,87,98
288941,Central,63,90,64,88
343385,Central,60,73,76,88
308113,Central,83,71,96,90
164946,Central,86,95,79,93
389058,Central,63,76,91,65
302672,Central,96,91,75,76
126032,Central,69,65,86,63
212365,Central,66,65,84,91
241078,Central,79,96,76,81
110514,Central,63,93,85,68
260149,Central,89,71,68,78
322197,Central,84,99,63,70
297382,Central,86,66,64,67
282825,Central,73,82,82,92
344685,Central,75,70,96,94
276310,Central,69,95,69,74
270466,Central,76,92,72,71
198755,Central,96,98,66,90
360767,Central,74,87,64,83
254982,Central,91,73,98,94
399915,Central,76,97,96,61
216583,Central,68,62,76,80
254028,Central,60,66,62,76
235609,Central,74,78,77,66
320449,Central,73,75,72,64
343145,Central,83,78,72,88
161752,Central,88,87,71,67
346697,Central,78,80,87,93
201997,Central,99,69,93,88
362395,Central,78,78,82,95
162819,Central,60,89,88,96
179052,Central,72,61,73,71
339900,Central,84,61,95,76
175091,Central,79,68,91,62
337007,Central,62,99,78,80
243408,Central,75,78,60,79
167846,Central,71,91,64,74
300969,Central,65,82,80,65
102448,Central,92,94,74,64
109394,Central,61,70,92,84
153849,Central,66,86,60,83
301091,Central,74,87,70,88
363894,Central,82,99,61,97
187567,Central,82,91,90,97
256344,Central,79,92,77,90
374789,Central,69,92,94,62
170145,Central,88,80,65,74
288351,Central,61,69,72,91
110027,Central,64,79,63,74
110351,Central,97,99,71,68
125290,Central,81,60,68,63
160708,Central,85,63,63,74
164800,Central,97,72,98,90
386934,Central,79,90,64,77
180283,Central,78,63,98,92
104879,Central,94,66,83,87
152943,Central,93,70,60,90
372792,Central,81,92,93,97
159776,Central,91,68,89,85
360959,Central,95,72,96,99
204149,Central,61,95,62,83
237885,Central,63,83,94,80
254850,Central,69,88,63,86
352007,Central,93,74,61,87
101436,Central,87,71,69,79
157898,Central,66,82,62,74
368281,Central,60,86,99,67
139347,Central,69,84,94,93
153106,Central,95,72,83,84
238478,Central,97,72,61,76
126257,Central,69,84,65,68
191595,Central,94,98,80,61
329489,Central,79,71,85,96
148734,Central,98,67,62,82
187441,Central,77,95,92,71
159275,Central,89,85,81,68
169475,Central,69,90,88,69
130748,Central,77,71,78,69
183570,Central,97,76,78,68
168502,Central,76,91,86,64
159212,Central,84,93,90,82
331048,Central,87,64,72,83
133207,Central,96,75,63,86
237161,Central,68,67,73,83
396230,Central,97,81,85,87
277367,Central,95,69,77,81
281273,Central,70,68,94,97
346043,Central,74,96,99,97
359961,Central,60,93,63,91
186720,Central,62,70,95,80
139251,Central,73,99,60,66
216763,Central,64,84,81,75
223208,Central,66,93,83,79
332883,Central,78,69,68,89
334933,Central,94,94,76,62
153815,Central,82,69,95,80
316185,Central,80,97,95,65
100089,Central,91,96,88,62
147656,Central,64,76,69,89
394825,Central,75,71,64,78
348059,Central,76,77,96,94
124001,Central,76,89,84,91
358172,Central,80,92,73,98
202720,Central,89,71,63,81
198327,Central,81,94,61,62
277175,Central,69,78,78,91
156501,Central,95,96,69,62
124380,Central,68,83,76,89
164603,Central,87,75,75,72
336195,Central,70,92,68,80
339803,Central,73,71,68,78
378064,Central,83,88,70,90
